StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,bot_1_1,bot_1_time_First Click,bot_1_time_Last Click,bot_1_time_Page Submit,bot_1_time_Click Count,consent1,consent2,Prolific_ver,gender,gender_9_TEXT,nativeness,pre_time_First Click,pre_time_Last Click,pre_time_Page Submit,pre_time_Click Count,Task_Desc_time_First Click,Task_Desc_time_Last Click,Task_Desc_time_Page Submit,Task_Desc_time_Click Count,comp_assi_time_First Click,comp_assi_time_Last Click,comp_assi_time_Page Submit,comp_assi_time_Click Count,GE_Comp_Assi_time_First Click,GE_Comp_Assi_time_Last Click,GE_Comp_Assi_time_Page Submit,GE_Comp_Assi_time_Click Count,Q1026_First Click,Q1026_Last Click,Q1026_Page Submit,Q1026_Click Count,Training_C24_Q1_time_First Click,Training_C24_Q1_time_Last Click,Training_C24_Q1_time_Page Submit,Training_C24_Q1_time_Click Count,Training_C24_Q1_1_1,Training_C24_Q1_1_2,Training_C24_Q1_1_3,Training_C24_Q1_1_4,Training_C24_Q1_1_5,Training_C24_Q1_1_6,Training_C24_Q1_1_7,Training_C24_Q1_1_8,Training_C24_Q2_time_First Click,Training_C24_Q2_time_Last Click,Training_C24_Q2_time_Page Submit,Training_C24_Q2_time_Click Count,Training_C24_Q2_1_1,Training_C24_Q2_1_2,Training_C24_Q2_1_3,Training_C24_Q2_1_4,Training_C24_Q2_1_5,Training_C24_Q2_1_6,Training_C24_Q2_1_7,Training_C24_Q2_1_8,Training_C24_Q3_time_First Click,Training_C24_Q3_time_Last Click,Training_C24_Q3_time_Page Submit,Training_C24_Q3_time_Click Count,Training_C24_Q3_1_1,Training_C24_Q3_1_2,Training_C24_Q3_1_3,Training_C24_Q3_1_4,Training_C24_Q3_1_5,Training_C24_Q3_1_6,Training_C24_Q3_1_7,Training_C24_Q3_1_8,Training_C24_Q4_time_First Click,Training_C24_Q4_time_Last Click,Training_C24_Q4_time_Page Submit,Training_C24_Q4_time_Click Count,Training_C24_Q4_1_1,Training_C24_Q4_1_2,Training_C24_Q4_1_16,Training_C24_Q4_1_17,Training_C24_Q4_1_18,Training_C24_Q4_1_19,Training_C24_Q4_1_20,Training_C24_Q4_1_21,bot_1_2,bot_2_time_First Click,bot_2_time_Last Click,bot_2_time_Page Submit,bot_2_time_Click Count,game_intro_time_First Click,game_intro_time_Last Click,game_intro_time_Page Submit,game_intro_time_Click Count,Game_C24_Q1_time_First Click,Game_C24_Q1_time_Last Click,Game_C24_Q1_time_Page Submit,Game_C24_Q1_time_Click Count,Game_C24_Q1_1_1,Game_C24_Q1_1_2,Game_C24_Q1_1_3,Game_C24_Q1_1_4,Game_C24_Q1_1_5,Game_C24_Q1_1_6,Game_C24_Q1_1_7,Game_C24_Q1_1_8,Game_C24_Q2_time_First Click,Game_C24_Q2_time_Last Click,Game_C24_Q2_time_Page Submit,Game_C24_Q2_time_Click Count,Game_C24_Q2_1_1,Game_C24_Q2_1_2,Game_C24_Q2_1_3,Game_C24_Q2_1_4,Game_C24_Q2_1_5,Game_C24_Q2_1_6,Game_C24_Q2_1_7,Game_C24_Q2_1_8,Game_C24_Q3_time_First Click,Game_C24_Q3_time_Last Click,Game_C24_Q3_time_Page Submit,Game_C24_Q3_time_Click Count,Game_C24_Q3_1_1,Game_C24_Q3_1_2,Game_C24_Q3_1_3,Game_C24_Q3_1_4,Game_C24_Q3_1_5,Game_C24_Q3_1_6,Game_C24_Q3_1_7,Game_C24_Q3_1_8,Game_C24_Q4_time_First Click,Game_C24_Q4_time_Last Click,Game_C24_Q4_time_Page Submit,Game_C24_Q4_time_Click Count,Game_C24_Q4_1_1,Game_C24_Q4_1_2,Game_C24_Q4_1_3,Game_C24_Q4_1_4,Game_C24_Q4_1_5,Game_C24_Q4_1_6,Game_C24_Q4_1_7,Game_C24_Q4_1_8,Game_C24_Q5_time_First Click,Game_C24_Q5_time_Last Click,Game_C24_Q5_time_Page Submit,Game_C24_Q5_time_Click Count,Game_C24_Q5_1_1,Game_C24_Q5_1_2,Game_C24_Q5_1_3,Game_C24_Q5_1_4,Game_C24_Q5_1_5,Game_C24_Q5_1_6,Game_C24_Q5_1_7,Game_C24_Q5_1_8,Game_C24_Q6_time_First Click,Game_C24_Q6_time_Last Click,Game_C24_Q6_time_Page Submit,Game_C24_Q6_time_Click Count,Game_C24_Q6_1_1,Game_C24_Q6_1_2,Game_C24_Q6_1_3,Game_C24_Q6_1_4,Game_C24_Q6_1_5,Game_C24_Q6_1_6,Game_C24_Q6_1_7,Game_C24_Q6_1_8,Game_C24_Q7_time_First Click,Game_C24_Q7_time_Last Click,Game_C24_Q7_time_Page Submit,Game_C24_Q7_time_Click Count,Game_C24_Q7_1_1,Game_C24_Q7_1_2,Game_C24_Q7_1_3,Game_C24_Q7_1_4,Game_C24_Q7_1_5,Game_C24_Q7_1_6,Game_C24_Q7_1_7,Game_C24_Q7_1_8,Game_C24_Q8_time_First Click,Game_C24_Q8_time_Last Click,Game_C24_Q8_time_Page Submit,Game_C24_Q8_time_Click Count,Game_C24_Q8_1_1,Game_C24_Q8_1_2,Game_C24_Q8_1_3,Game_C24_Q8_1_4,Game_C24_Q8_1_5,Game_C24_Q8_1_6,Game_C24_Q8_1_7,Game_C24_Q8_1_8,Game_C24_Q9_time_First Click,Game_C24_Q9_time_Last Click,Game_C24_Q9_time_Page Submit,Game_C24_Q9_time_Click Count,Game_C24_Q9_1_1,Game_C24_Q9_1_2,Game_C24_Q9_1_3,Game_C24_Q9_1_4,Game_C24_Q9_1_5,Game_C24_Q9_1_6,Game_C24_Q9_1_7,Game_C24_Q9_1_8,Cohort24_Q10_time_First Click,Cohort24_Q10_time_Last Click,Cohort24_Q10_time_Page Submit,Cohort24_Q10_time_Click Count,Cohort24_Q10_1_1,Cohort24_Q10_1_2,Cohort24_Q10_1_3,Cohort24_Q10_1_4,Cohort24_Q10_1_5,Cohort24_Q10_1_6,Cohort24_Q10_1_7,Cohort24_Q10_1_8,task_load_1_1,task_load_2_1,task_load_3_1,task_load_4_1,task_load_5_1,avg_task_load,task_load_time_First Click,task_load_time_Last Click,task_load_time_Page Submit,task_load_time_Click Count,trust_1_1,trust_2_1,trust_3_1,trust_4_1,trust_5_1,trust_6_1,trust_7_1,trust_8_1,avg_trust,trust_time_First Click,trust_time_Last Click,trust_time_Page Submit,trust_time_Click Count,explanation_ques_1_1,explanation_ques_2_1,explanation_ques_3_1,explanation_ques_4_1,explanation_ques_5_1,explanation_ques_6_1,explanation_ques_7_1,explanation_ques_8_1,avg_explanation,explanation_time_First Click,explanation_time_Last Click,explanation_time_Page Submit,explanation_time_Click Count,PROLIFIC_PID,cohort_num,DeviceIdentifier,training_counter,game_counter
16-11-20 23:14,16-11-20 23:38,IP Address,86.155.54.88,100,1448,TRUE,16-11-20 23:38,R_pmj1s0UHoZNhKyl,,,,,51.68800354,-0.311203003,anonymous,EN,0.9,s,2.338,2.338,11.016,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5ea95dff588bb604aa41b54c,Male,,19,2.765,3.547,6.127,2,0,0,77.715,0,0,0,56.625,0,0,0,41.292,0,0,0,22.554,0,6.33,43.277,44.312,11,0,0,0,1,0,2,0,1,6.117,35.772,37.219,14,0,1,1,2,0,0,0,1,5.182,22.303,30.358,11,1,0,0,0,2,0,2,0,7.639,31.721,38.13,18,1,1,1,0,1,0,1,0,e,2.375,2.375,4.194,1,0,0,12.757,0,6.044,75.753,77.779,29,1,0,0,1,2,3,1,1,10.471,80.888,81.88,29,1,4,1,0,0,0,1,2,4.959,86.336,87.308,36,0,1,0,1,2,3,1,1,7.645,108.61,110.219,35,0,0,0,1,2,4,2,0,5.365,79.782,81.142,31,2,1,2,1,1,1,1,0,2.966,79.237,82.353,29,0,2,1,1,0,3,1,1,6.315,77.426,78.883,31,0,1,1,1,2,1,2,1,9.044,69.041,70.393,23,3,1,3,1,0,0,0,0,12.792,86.049,87.285,32,1,0,1,2,1,1,1,1,5.728,96.614,97.686,28,0,1,0,1,2,3,0,1,15,8,7,14,2,9.2,7.597,28.367,30.056,8,1,2,1,1,5,1,4,3,2.25,4.967,27.39,28.226,9,5,4,4,5,4,5,4,2,4.125,2.462,29.962,30.782,13,,4,,5,11
16-11-20 23:06,16-11-20 23:39,IP Address,81.136.11.234,100,1957,TRUE,16-11-20 23:39,R_3GlFhwxCw8a8loD,,,,,52.65299988,0.020904541,anonymous,EN,0.9,s,7.51,7.51,10.701,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f8efef28233150e5abcd7ad,Female,,25,2.791,5.717,8.374,3,63.724,107.365,108.187,2,27.473,27.473,28.401,1,49.148,49.148,50.004,1,0,0,30.601,0,5.499,40.552,41.28,15,0,1,0,1,0,2,0,1,2.901,26.359,28.133,11,0,1,1,1,0,0,0,2,7.283,42.826,43.507,12,1,0,0,0,2,0,2,0,9.866,46.238,48.101,14,1,1,1,0,1,0,1,0,e,3.08,3.08,5.042,1,0,0,13.462,0,6.573,102.221,103.87,20,1,0,0,1,2,2,1,1,3.914,95.199,97.279,20,1,4,1,0,0,0,1,2,3.473,114.334,115.88,21,0,1,0,1,2,3,1,1,3.87,71.142,71.869,16,0,0,0,1,2,4,2,0,4.762,115.958,117.872,23,1,1,2,1,1,1,2,0,3.4,115.233,117.925,21,0,2,1,1,0,3,1,1,5.926,115.882,118.238,21,0,1,1,1,2,1,2,1,3.302,97.068,99.005,17,3,1,2,1,0,0,0,0,8.545,193.273,206.301,34,0,1,1,2,2,1,2,1,3.518,91.513,96.784,20,0,1,0,1,2,3,0,1,17,8,3,15,6,9.8,4.82,25.604,26.601,9,3,3,1,2,2,2,2,4,2.375,5.251,37.019,37.799,14,5,3,5,4,3,4,5,4,4.125,5.953,44.061,44.761,14,,4,,5,11
16-11-20 23:02,16-11-20 23:39,IP Address,62.64.171.227,100,2214,TRUE,16-11-20 23:39,R_AthZJ2LVwdjSLm1,,,,,51.08129883,1.051300049,anonymous,EN,0.9,s,4.862,4.862,6.862,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5bf57133345b9b00016ef0a7,Female,,24,2.972,4.687,7.318,2,0,0,121.323,0,0,0,44.414,0,36.031,36.031,75.073,1,0,0,25.666,0,8.153,44.333,46.856,18,0,1,0,1,0,2,0,1,3.674,78.403,81.952,18,0,1,1,1,0,0,0,2,8.455,50.383,60.358,16,1,0,0,0,2,0,2,0,4.9,60.716,62.632,20,1,1,1,0,1,0,1,0,e,3.033,3.033,5.312,1,0,0,15.9,0,4.923,107.9,109.736,17,2,0,0,1,2,3,1,1,3.318,120.375,130.186,27,1,3,1,0,0,0,1,2,5.287,201.466,232.921,40,0,1,0,1,2,3,1,0,2.517,83.293,134.584,26,0,0,0,0,2,4,2,0,5.06,121.848,125.379,16,2,1,2,1,1,1,1,0,9.466,191.059,204.324,17,1,2,1,1,0,3,0,1,4.269,108.891,121.448,17,0,1,1,1,2,1,2,2,6.503,99.3,108.29,13,3,2,3,1,0,0,0,0,11.472,200.968,204.857,14,0,1,1,1,1,1,2,1,8.679,88.259,91.246,14,0,1,0,2,2,3,0,1,14,4,8,21,9,11.2,4.521,22.269,24.295,5,2,2,1,1,4,2,1,2,1.875,5.784,33.629,35.318,9,2,3,4,2,1,4,4,4,3,5.11,33.894,35.616,8,,4,,5,11
16-11-20 23:09,16-11-20 23:40,IP Address,148.252.128.148,100,1884,TRUE,16-11-20 23:40,R_116lVNSFwzGeKuk,,,,,51.49639893,-0.122406006,anonymous,EN,0.9,s,8.402,12.134,14.448,2,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5c536487b78e9500010dc0a1,Male,,19,5.231,8.697,12.659,3,0,0,52.16,0,0,0,39.742,0,0,0,43.332,0,19.787,19.787,20.964,1,6.17,56.588,62.179,12,0,1,0,1,0,2,0,1,10.048,48.875,59.775,9,0,1,1,1,0,0,0,2,8.217,36.656,51.14,10,1,0,0,0,2,0,2,0,3.484,33.774,36.527,12,1,1,1,0,1,0,1,0,e,2.894,7.323,12.907,2,0,0,13.738,0,6.59,96.938,122.31,28,1,0,0,1,1,3,1,1,3.91,85.144,115.939,31,1,4,1,0,0,0,1,2,7.025,81.325,113.254,25,0,1,0,1,2,3,1,0,4.344,100.718,110.647,39,0,0,0,1,2,4,2,0,4.261,113.592,128.274,33,2,1,1,1,1,1,1,0,9.175,86.733,152.354,32,0,2,1,1,0,3,1,1,7.675,99.388,109.137,33,0,1,1,1,2,1,2,1,3.859,106.475,108.146,30,3,2,3,1,0,0,0,0,4.62,140.63,143.393,28,1,1,1,2,1,1,1,1,9.526,101.598,109.626,27,0,1,0,2,2,3,0,1,16,5,5,11,14,10.2,5.475,27.633,28.583,5,4,3,1,2,4,3,2,5,3,5.646,27.486,28.23,9,4,4,3,4,3,5,3,4,3.75,5.429,28.922,30.577,9,,4,,5,11
16-11-20 23:00,16-11-20 23:40,IP Address,2.26.92.152,100,2420,TRUE,16-11-20 23:40,R_0oEg9lZCOjJDczf,,,,,51.46479797,-0.03729248,anonymous,EN,0.9,s,11.852,11.852,13.125,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5b64d7b82aee58000132e2b9,Female,,26,1.844,3.341,6.735,2,0,0,123.296,0,0,0,44.566,0,65.994,65.994,120.105,1,0,0,30.796,0,15.923,27.932,34.013,9,0,1,0,1,0,2,0,1,3.588,16.882,18.201,10,0,1,1,1,0,0,0,2,19.898,30.543,49.001,8,1,0,0,0,2,0,2,0,15.162,49.376,56.1,12,0,1,1,0,1,0,2,0,e,1.847,1.847,5.146,1,0,0,55.069,0,14.909,69.049,103.156,19,2,0,0,1,2,3,1,1,3.408,91.181,97.505,21,1,3,1,0,0,0,0,2,5.851,52.278,89.246,21,0,1,0,1,2,3,1,1,2.11,70.559,72.52,17,0,0,0,1,2,4,2,0,18.592,53.315,103.041,16,2,1,1,1,1,1,1,0,6.265,97.581,131.028,19,0,2,1,1,0,3,1,1,2.86,45.766,68.959,20,0,1,1,1,2,3,0,1,3.09,105.975,107.362,34,3,1,3,1,0,0,0,0,7.623,63.961,92.13,20,1,1,1,2,1,1,1,1,10.545,66.206,87.03,17,0,1,0,2,2,3,0,1,16,5,5,19,10,11,16.141,91.235,96.52,5,3,4,2,2,4,3,1,3,2.75,45.991,69.424,70.56,9,5,5,5,5,5,4,5,5,4.875,6.917,25.878,27.511,10,,4,,5,11
16-11-20 23:12,16-11-20 23:42,IP Address,86.2.68.213,100,1806,TRUE,16-11-20 23:42,R_3KATTnCFKXUvDjz,,,,,52.51269531,-1.450897217,anonymous,EN,0.9,s,4.64,4.64,7.969,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5df9142591be8f03c0eff821,Male,,30,3.229,7.14,8.4,3,1.174,1.174,63.299,1,0,0,53.174,0,4.505,8.104,53.596,8,2.251,17.318,21.209,37,0.95,48.102,50.914,9,0,1,0,1,0,2,0,1,24.199,52.179,54.388,8,0,1,1,1,0,0,0,2,0.825,43.541,46.37,7,1,0,0,0,2,0,2,0,26.863,74.91,78.602,11,1,1,1,0,1,0,1,0,e,2.67,2.67,5.155,1,1.542,8.605,12.232,7,1.056,98.937,99.807,13,1,0,0,1,1,3,1,1,31.58,74.491,100.065,8,1,4,0,0,0,0,1,1,24.498,92.033,114.487,10,0,1,0,1,2,3,1,0,1.208,50.499,86.885,7,0,0,0,0,2,4,2,0,16.9,100.593,113.968,14,2,1,2,1,1,1,1,0,1.716,154.24,155.088,17,1,2,1,1,0,2,1,1,29.509,90.067,98.115,10,0,1,1,1,2,0,2,1,0.778,119.4,121.544,26,3,1,2,1,0,0,0,0,54.013,115.015,130.023,12,1,0,1,2,1,1,0,0,0.79,116.889,121.536,11,0,1,0,1,2,3,0,1,19,12,6,21,1,11.8,4.972,24.654,26.283,10,3,2,1,1,2,2,1,1,1.625,0.841,37.368,38.782,15,5,3,3,4,4,4,2,2,3.375,3.703,37.598,39.279,12,,4,,5,11
16-11-20 23:27,16-11-20 23:44,IP Address,109.155.221.50,100,1033,TRUE,16-11-20 23:44,R_3PLCH7SROgFJh2d,,,,,54.11639404,-3.213699341,anonymous,EN,0.9,s,3.431,3.431,16.024,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5c1bf5ae10677f0001d9a382,Female,,31,1.704,2.572,4.96,2,1.033,1.033,106.001,1,0,0,25.34,0,0.721,0.721,21.35,1,0,0,19.39,0,11.654,30.375,32.689,4,0,1,0,1,0,2,0,1,10.618,22.741,25.895,4,0,1,1,2,0,0,0,1,8.962,21.719,27.302,3,1,0,0,0,2,0,2,0,8.826,22.613,25.396,5,1,1,1,0,1,0,1,0,e,2.31,2.31,5.474,1,0,0,2.922,0,6.246,41.312,46.474,6,1,0,0,1,2,1,1,0,7.391,23.103,29.22,3,0,2,1,0,0,0,1,0,7.259,44.673,48.101,9,0,1,0,1,2,2,1,0,9.049,20.97,45.624,3,0,0,0,0,2,4,2,0,10.903,58.274,66.491,10,2,1,1,0,1,1,0,1,16.713,72.372,75.161,7,0,1,1,0,0,1,1,0,12.654,48.181,81.336,4,0,1,0,0,2,0,2,0,24.158,46.766,48.727,4,2,1,1,1,0,0,0,0,5.956,35.588,55.149,4,1,0,1,1,0,1,0,0,6.368,46.698,52.556,7,0,1,0,1,1,3,0,1,21,8,6,19,1,11,3.121,15.476,17.329,6,3,3,2,2,4,3,2,2,2.625,3.823,26.614,28.189,8,4,5,4,4,4,4,5,4,4.25,5.099,25.003,25.883,9,,4,,5,11
16-11-20 23:06,16-11-20 23:47,IP Address,171.33.201.113,100,2458,TRUE,16-11-20 23:47,R_ZIcTHdS8n0VUFGh,,,,,51.5644989,0.457397461,anonymous,EN,0.9,s,8.396,8.396,20.927,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5ea07a44234e0304542e1c50,Male,,30,2.919,3.599,6.253,2,0,0,453.098,0,1.515,42.675,43.097,9,9.265,10.553,54.342,5,0,0,19.528,0,2.98,37.827,41.527,10,0,1,0,1,0,2,0,1,17.313,86.52,96.834,14,0,1,1,1,0,0,0,2,5.512,25.872,28.342,8,1,0,0,0,2,0,2,0,5.719,38.135,40.418,10,1,1,1,0,1,0,1,0,e,2.662,2.662,5.55,1,0,0,5.883,0,9.213,228.428,231.466,19,1,0,0,1,1,3,1,1,12.931,94.394,98.938,14,1,3,1,0,0,0,1,2,8.768,139.487,148.571,17,0,1,0,1,2,3,1,1,8.933,80.137,82.05,13,0,0,0,1,2,4,2,0,11.398,112.152,114.555,16,2,1,2,1,1,1,1,0,31.559,195.086,197.226,13,0,2,0,1,0,1,1,1,11.71,178.9,188.259,16,0,1,1,1,2,1,2,1,57.383,168.951,172.822,12,3,1,3,1,0,0,0,0,18.932,130.512,134.447,19,1,1,1,2,1,1,1,1,6.24,110.223,112.387,36,0,1,0,1,1,3,0,1,18,16,5,19,17,15,9.398,35.402,36.573,5,3,2,2,1,4,2,2,3,2.375,3.861,19.965,20.683,8,4,4,3,4,3,3,4,3,3.5,6.67,20.51,21.63,8,,4,,5,11
16-11-20 23:15,16-11-20 23:49,IP Address,81.131.48.164,100,2033,TRUE,16-11-20 23:49,R_2EnwrUWqOQksfBN,,,,,51.50639343,-0.020004272,anonymous,EN,0.9,s,0.089,0.089,20.989,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f589f712846f801d01d2895,Female,,31,2.709,17.783,31.201,7,0,0,64.473,0,0,0,32.705,0,0,0,52.026,0,0,0,25.54,0,26.074,58.519,89.503,4,0,1,0,1,0,2,0,1,13.499,31.055,51.59,4,0,1,1,1,0,0,0,2,28.95,43.818,55.661,3,1,0,0,0,2,0,2,0,11.475,26.643,32.445,4,1,1,1,0,1,0,0,0,e,1.911,1.911,6.598,1,0,0,17.699,0,8.292,160.095,166.945,42,1,0,0,1,2,2,1,1,86.597,171.792,178.818,19,1,4,1,0,0,0,1,3,8.824,69.451,78.512,14,0,1,0,1,2,3,1,0,7.487,35.695,47.687,11,0,0,0,0,2,4,2,0,18.984,96.628,109.341,27,2,1,1,1,1,1,1,0,26.902,119.406,125.347,11,0,2,1,0,0,0,1,1,8.957,81.984,90.167,15,0,1,2,0,2,1,2,0,8.076,90.318,95.616,20,3,1,2,1,0,0,0,0,8.969,56.031,83.305,11,1,0,1,1,1,1,0,0,47.436,114.812,121.944,18,0,1,0,2,1,3,0,1,15,10,7,21,12,13,9.254,27.878,28.991,6,3,3,2,2,2,2,3,3,2.5,7.449,30.417,31.766,8,5,4,4,4,4,4,4,4,4.125,5.601,29.403,30.651,8,,4,,5,11
16-11-20 23:11,16-11-20 23:50,IP Address,188.220.156.9,100,2366,TRUE,16-11-20 23:50,R_1ffkF7iQoMqtmJV,,,,,51.71080017,-1.895202637,anonymous,EN,0.9,s,3.101,3.101,6.71,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5c44a1a111a0c200016ff5ba,Female,,23,14.041,15.731,18.173,2,60.939,60.939,79.489,1,0,0,37.026,0,0,0,138.74,0,0,0,22.068,0,9.851,43.075,54.492,12,0,1,0,1,0,2,0,1,5.089,30.99,36.989,10,0,1,1,1,0,0,0,2,3.13,20.295,32.962,8,1,0,0,0,2,0,2,0,3.68,19.276,31.708,10,1,1,1,0,1,0,1,0,e,1.845,1.845,6.523,1,0,0,13.684,0,5.233,102.107,112.428,31,1,0,0,1,1,2,1,1,4.836,125.767,128.103,32,1,4,1,0,0,0,1,2,7.459,126.026,133.195,36,0,1,0,1,2,3,1,0,6.138,126.051,135.144,31,0,0,0,1,2,4,2,0,6.18,138.501,140.893,36,2,1,1,1,1,1,1,0,15.306,179.986,193.289,43,0,2,1,1,0,3,1,1,3.295,167.231,176.522,37,0,1,1,1,2,1,2,1,7.181,165.086,168.604,44,3,1,3,1,0,0,0,0,7.685,194.265,197,45,1,1,1,2,1,1,1,1,6.2,167.739,174.414,32,0,1,0,2,2,3,0,1,15,10,4,15,7,10.2,3.001,38.894,39.7,6,2,1,1,2,5,2,1,2,2,6.58,27.36,28.423,8,4,3,4,4,4,5,4,5,4.125,5.98,31.677,32.967,9,,4,,5,11
16-11-20 23:11,16-11-20 23:52,IP Address,82.37.190.186,100,2490,TRUE,16-11-20 23:52,R_1ergfKF2CMA2pLk,,,,,55.94949341,-3.198303223,anonymous,EN,0.9,s,3.72,3.72,8.241,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f501ea8bb2be4192a6d67a2,Female,,29,1.769,6.341,7.526,3,56.679,56.679,57.074,1,92.477,93.57,131.011,2,0,0,62.399,0,0,0,51.861,0,2.519,42.223,42.671,27,0,1,0,1,0,2,0,1,5.124,39.714,52.111,21,0,1,1,1,0,0,0,2,9.532,78.732,89.446,68,1,0,0,0,2,0,2,0,4.286,41.262,47.717,31,1,1,1,0,1,0,1,0,e,1.918,3.577,5.522,2,0,0,12.69,0,2.098,86.855,103.699,58,1,0,0,1,2,3,1,1,6.824,132.876,175.258,54,1,4,1,0,0,0,1,2,2.259,46.575,129.133,38,0,1,0,1,2,3,1,0,4.197,64.29,110.768,34,0,0,0,1,2,4,2,0,5.079,224.019,232.834,151,2,1,2,1,1,1,1,0,10.413,187.497,224.827,47,0,2,1,1,0,3,1,0,4.631,147.62,180.42,47,0,0,2,1,2,1,2,1,4.397,94.133,170.866,46,3,1,3,1,0,0,0,0,2.634,57.883,161.587,39,1,0,1,2,1,1,1,1,3.485,125.301,138.7,51,0,1,0,2,2,3,0,1,18,15,5,20,9,13.4,6.388,22.68,24.681,5,3,1,1,2,3,1,2,2,1.875,2.481,48.485,50.385,10,4,3,4,4,2,4,1,2,3,5.977,39.536,41.062,13,,4,,5,11
16-11-20 23:11,16-11-20 23:53,IP Address,81.152.59.126,100,2482,TRUE,16-11-20 23:53,R_cUz0hXNwGagoC9H,,,,,52.9315033,-4.073104858,anonymous,EN,0.9,s,1.618,1.618,12.666,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,562bc30a733ea00011162c34,Male,,28,0.923,7.326,8.693,7,1.722,54.07,54.812,28,0.644,35.454,36.245,31,10.103,69.177,70.062,39,5.559,25.236,26.242,2,0.726,93.458,94.874,66,0,1,0,1,0,2,0,1,1.136,53.547,55.707,41,0,1,1,1,0,0,0,2,0.076,40.067,40.609,41,1,0,0,0,2,0,2,0,0.868,34.146,36.224,44,1,1,1,0,1,0,1,0,e,3.501,3.501,10.149,1,16.298,16.945,19.078,2,0.704,155.601,156.162,108,1,0,0,1,2,2,1,1,1.037,181.531,183.133,104,1,4,1,0,0,0,1,2,1.945,126.946,129.873,125,0,1,0,1,2,3,1,1,0.613,86.272,90.865,92,0,0,0,1,2,4,2,0,0.635,231.069,232.112,167,2,1,2,1,1,1,1,0,0.589,207.716,208.607,143,0,2,1,1,0,3,1,1,0.931,131.446,132.282,110,0,1,1,1,2,1,2,1,1.677,231.558,232.853,113,3,2,3,1,0,0,0,0,0.585,193.461,194.246,120,1,0,1,2,1,1,1,1,0.828,214.411,215.562,130,0,1,0,2,1,3,0,1,10,3,3,10,1,5.4,6.504,36.839,37.692,21,3,3,1,1,3,1,1,1,1.75,4.668,41.493,42.224,21,5,3,4,4,1,4,4,1,3.25,7.7,42.955,43.598,22,,4,,5,11
16-11-20 23:11,16-11-20 23:53,IP Address,86.155.133.126,100,2487,TRUE,16-11-20 23:53,R_3hxB4u7p4gssuZl,,,,,52.72120667,-2.745605469,anonymous,EN,0.7,s,17.089,17.089,22.193,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5e0f5f8658a5c768bf461df8,Female,,59,3.549,4.901,11.597,4,0,0,92.317,0,0,0,101.654,0,0,0,108.915,0,0,0,69.829,0,26.157,40.803,44.525,4,0,1,0,1,0,2,0,1,36.571,46.971,82.568,7,0,1,1,1,0,0,0,2,20.387,39.577,39.501,6,1,0,0,0,2,0,2,0,22.712,53.233,53.367,7,1,1,1,0,1,0,1,0,e,8.763,8.82,10.985,2,0,0,22.193,0,11.549,127.547,139.038,22,1,0,0,1,2,3,1,0,9.003,139.072,139.259,21,1,4,2,0,0,0,1,2,69.301,94.108,94.108,7,0,1,0,1,2,2,1,0,60.974,80.09,93.665,5,0,0,0,1,2,4,2,0,33.357,148.842,148.842,39,2,2,1,1,1,1,1,1,21.973,181.219,200.405,48,0,2,0,1,0,3,1,0,74.541,104.663,109.177,7,0,1,1,1,2,1,2,0,56.986,81.467,81.478,7,2,1,2,1,0,0,0,0,6.519,178.221,178.239,23,1,0,2,2,1,1,1,0,6.552,149.645,149.859,19,0,1,0,2,2,3,0,0,19,10,6,16,2,10.6,5.522,31.157,36.084,7,3,2,2,1,3,2,2,2,2.125,10.482,47.001,47.145,14,4,4,4,4,4,3,4,2,3.625,7.132,41.564,44.604,10,,4,,5,11
